video_id,question_id,video_name,video_trans,video_link,question
v_32_4,q_12_v_32_4,Viewing a Vehicle Health Report Through Email _ Ford How-To _ Ford-1RkKJGLRCpI,"00:01:28.710 --> 00:01:31.560
If you would like to run
a vehicle health report, first,
00:01:31.560 --> 00:01:33.380
be sure your phone is paired.
00:01:33.380 --> 00:01:36.140
Then from the home screen press settings,
00:01:36.140 --> 00:01:41.440
it's the one that looks like gears,
Vehicle, and then Vehicle Health Report.",http://people.csail.mit.edu/rishabhy/split_videos/Viewing a Vehicle Health Report Through Email _ Ford How-To _ Ford-1RkKJGLRCpI_seg4.mp4,Do I need to have a data enabled cell phone to use the vehicle health report?
v_85_2,q_2_v_85_2,Customer-Placed Trailer Camera _ Ford How-To _ Ford-ylZSsi3RHqs,"00:00:12.168 --> 00:00:15.280
The customer placed trailer
camera prep kit can be mounted to
00:00:15.280 --> 00:00:16.530
the rear of a trailer.
00:00:16.530 --> 00:00:20.820
And provides added driver convenience
when backing up with an attached trailer.
00:00:20.820 --> 00:00:25.660
The kit includes a camera, wiring harness,
mounting bracket, and mounting parts.
00:00:25.660 --> 00:00:30.100
To use the camera requires the available
Sync 3 system, and either the available
00:00:30.100 --> 00:00:35.700
ultimate trailer tow camera system, or
rear center high mounted stop lamp camera.",http://people.csail.mit.edu/rishabhy/split_videos/Customer-Placed Trailer Camera _ Ford How-To _ Ford-ylZSsi3RHqs_seg2.mp4,What all is included in the installation kit?
v_97_1,q_5_v_97_1,Electric Parking Brake Owner Guide _ Ford How-To _ Ford-Qrl3w8RBP6Q,"WEBVTT
Kind: captions
Language: en
00:00:00.000 --> 00:00:04.137
[MUSIC]
00:00:04.137 --> 00:00:07.961
The parking brake in your vehicle is
not only easier to use then a lever or
00:00:07.961 --> 00:00:11.110
a foot pedal,
it also saves you valuable interior space.
00:00:11.110 --> 00:00:12.535
Here's how it works.",http://people.csail.mit.edu/rishabhy/split_videos/Electric Parking Brake Owner Guide _ Ford How-To _ Ford-Qrl3w8RBP6Q_seg1.mp4,What type of brake is in the vehicle?
v_8_2,q_19_v_8_2,F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ,"00:00:10.810 --> 00:00:14.600
For starters, your vehicle has
a high-strength steel frame with enhanced
00:00:14.600 --> 00:00:17.454
stiffness and
durability to help control your trailer.
00:00:17.454 --> 00:00:20.870
It also has something called
the Smart Trailer Tow Connector.
00:00:20.870 --> 00:00:24.692
You can access it under the towing tab
in the eight-inch productivity screen.
00:00:24.692 --> 00:00:27.872
It provides you with trailer connection
status along with lighting and
00:00:27.872 --> 00:00:30.510
trailer battery alerts, and warnings.",http://people.csail.mit.edu/rishabhy/split_videos/F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ_seg2.mp4,What are the advantages of the high-strength steel frame?
v_84_1,q_4_v_84_1,Cupholders for 40_20_40 Seat Configuration _ Ford How-To _ Ford-4QQouamp50E,"WEBVTT
Kind: captions
Language: en
00:00:00.070 --> 00:00:04.437
[MUSIC]
00:00:04.437 --> 00:00:07.823
For your convenience, your vehicle has
four cup holders and several storage
00:00:07.823 --> 00:00:11.480
compartments that can easily be
accessed by the front seat passengers.
00:00:11.480 --> 00:00:13.160
Let me explain.",http://people.csail.mit.edu/rishabhy/split_videos/Cupholders for 40_20_40 Seat Configuration _ Ford How-To _ Ford-4QQouamp50E_seg1.mp4,Can we easily access the storage spaces from the front seat?
v_71_3,q_6_v_71_3,Brake Coach _ Ford How-To _ Ford-r1S_Jshm4Kk,"00:00:31.810 --> 00:00:36.120
When you come to a stop, the Brake Coach
screen appears in your display.
00:00:36.120 --> 00:00:38.830
And shows you your
braking efficiency score.
00:00:38.830 --> 00:00:41.820
You'll get higher percentages by
coming to gradual stops and
00:00:41.820 --> 00:00:46.220
100% means that you maximize
your braking efficiency.
00:00:46.230 --> 00:00:49.060
If at any time you want a quick
refresher on what this feature is,
00:00:49.076 --> 00:00:52.260
use the five way control on the left
side of your steering wheel.
00:00:52.260 --> 00:00:56.420
Go to the Main Menu,
scroll to Information, Tutorial,
00:00:56.420 --> 00:00:59.320
then select Brake Coach and
a brief description will appear.",http://people.csail.mit.edu/rishabhy/split_videos/Brake Coach _ Ford How-To _ Ford-r1S_Jshm4Kk_seg3.mp4,How does the brake system work?
v_101_3,q_11_v_101_3,Electric Range and Reading the Gauges _ Ford How-To _ Ford-dR-BZWycAGk,"00:00:23.520 --> 00:00:27.080
To get to the screen, use the five-way
switch on your steering wheel and
00:00:27.080 --> 00:00:33.070
scroll to Engage, Empower, MyView,
and then Miles/Full Charge.
00:00:33.070 --> 00:00:36.730
This screen will also show up when
you select EV Now mode using the EV
00:00:36.730 --> 00:00:37.640
button here.",http://people.csail.mit.edu/rishabhy/split_videos/Electric Range and Reading the Gauges _ Ford How-To _ Ford-dR-BZWycAGk_seg3.mp4,What does the EV button do?
v_104_4,q_19_v_104_4,Enhanced Active Park Assist with Side Sensing System _ Ford How-To _ Ford-fBF2E6gjwRU,"00:01:13.940 --> 00:01:17.140
In addition the system can help you
back in to a parking perpendicular or
00:01:17.140 --> 00:01:19.240
traditional parking spot.
00:01:19.240 --> 00:01:22.140
Just press the Active Park Assist
button two times.
00:01:22.140 --> 00:01:26.350
Signal to indicate which side you want to
park on, then simply follow the prompts
00:01:26.350 --> 00:01:30.560
displayed on your screen, accelerating,
shifting, and braking as needed.",http://people.csail.mit.edu/rishabhy/split_videos/Enhanced Active Park Assist with Side Sensing System _ Ford How-To _ Ford-fBF2E6gjwRU_seg4.mp4,How is the active park assist initiated? 
v_45_6,q_16_v_45_6,Adjusting 2nd and 3rd Row Seats _ Ford How-To _ Ford-OllpuMmMqFM,"00:01:05.570 --> 00:01:08.790
If you want to tumble or
fold your entire seat forward for
00:01:08.790 --> 00:01:10.720
easier access to the third row,
00:01:10.720 --> 00:01:14.840
pull the handle up all the way until
the seat releases from the floor.
00:01:14.840 --> 00:01:18.350
Then flip the whole seat forward by
grabbing the bottom and pushing it up.",http://people.csail.mit.edu/rishabhy/split_videos/Adjusting 2nd and 3rd Row Seats _ Ford How-To _ Ford-OllpuMmMqFM_seg6.mp4,How would you easier access the 3rd row seating?
v_8_4,q_18_v_8_4,F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ,"00:00:44.950 --> 00:00:48.607
In addition, your rear-view camera has
an enhancement that shows you an image of
00:00:48.607 --> 00:00:50.453
what's directly behind your vehicle.
00:00:50.453 --> 00:00:52.361
It's called Dynamic Hitch Assist and
00:00:52.361 --> 00:00:56.541
it has guidelines that can help you line up
your trailer when you're connecting it.
00:00:56.541 --> 00:01:00.271
The image appears in your center display
to help you maneuver when you're in
00:01:00.271 --> 00:01:04.710
reverse and to help you accurately
connect to your trailer without help.",http://people.csail.mit.edu/rishabhy/split_videos/F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ_seg4.mp4,Does Dynamic Hitch Assist have guidelines to help me line up my trailer when connecting it?
v_46_4,q_18_v_46_4,LED Lighting Features _ Ford How-To _ Ford-eAHk8oAbhyk,"00:01:00.588 --> 00:01:05.024
High visibility LED box lights in the box
interior make it easy to find and
00:01:05.024 --> 00:01:07.350
load items in the dark.
00:01:07.350 --> 00:01:11.020
There are two lights located in
the rear corners that shine forward.
00:01:11.020 --> 00:01:14.770
There is also one in the high mounted
stop lamp on the rear of the cab.
00:01:14.770 --> 00:01:19.780
To turn them on and off from inside the
cab, just press the box lighting button, here.
00:01:19.780 --> 00:01:22.760
After ten minutes they
will turn off gradually.",http://people.csail.mit.edu/rishabhy/split_videos/LED Lighting Features _ Ford How-To _ Ford-eAHk8oAbhyk_seg4.mp4,What are the functions and advantages of the high visibility LED box lights?
v_47_1,q_16_v_47_1,Mustang Front-Seat Functionality _ Ford How-To _ Ford-LgqfbRlZOoc,"WEBVTT
Kind: captions
Language: en
00:00:00.000 --> 00:00:04.236
[MUSIC]
00:00:04.236 --> 00:00:07.441
Did you know your Mustang's front seats
can be adjusted in many ways to give
00:00:07.441 --> 00:00:09.250
you a more comfortable ride?
00:00:09.250 --> 00:00:10.850
Let me explain.
00:00:10.850 --> 00:00:13.300
The front seats in your car
can be adjusted manually or
00:00:13.300 --> 00:00:16.490
if equipped using the six-way power seat switch.",http://people.csail.mit.edu/rishabhy/split_videos/Mustang Front-Seat Functionality _ Ford How-To _ Ford-LgqfbRlZOoc_seg1.mp4,Can the front seat adjusted manually and automatically?
v_31_2,q_3_v_31_2,How To Use Trailer Reverse Guidance _ Ford How-To _ Ford-U2Z50I1apDA,"00:00:13.370 --> 00:00:15.540
Once you've input
the correct measurements and
00:00:15.540 --> 00:00:18.270
placed the sticker as explained
in the how to set up video.
00:00:19.570 --> 00:00:21.130
When you shift into reverse,
00:00:21.130 --> 00:00:25.170
press the Camera button to expand
the menu options on the display screen.
00:00:25.170 --> 00:00:28.420
Then press the Trailer icon and
select the trailer you want.
00:00:28.420 --> 00:00:34.030
You will then see the camera view on
the side where your trailer is moving,
00:00:34.030 --> 00:00:36.300
or both sides when the trailer
is directly behind you.
00:00:37.360 --> 00:00:41.960
Auto mode, which is the default mode,
changes views with the trailer direction.",http://people.csail.mit.edu/rishabhy/split_videos/How To Use Trailer Reverse Guidance _ Ford How-To _ Ford-U2Z50I1apDA_seg2.mp4,What should I press to expand the menu options on the display screen?
v_31_4,q_16_v_31_4,How To Use Trailer Reverse Guidance _ Ford How-To _ Ford-U2Z50I1apDA,"00:01:16.650 --> 00:01:20.350
Here are a few more things you'll
need to know when using the feature.
00:01:20.350 --> 00:01:24.990
After setting up and selecting a trailer,
the display always shows you a small top
00:01:24.990 --> 00:01:27.910
view representation of your truck and
trailer.
00:01:27.910 --> 00:01:30.570
You'll also see two
different colored lines.
00:01:30.570 --> 00:01:34.766
A black line shows you where your
trailer is in relation to your vehicle.
00:01:34.766 --> 00:01:37.800
And a white line gives you a projection
of where your trailer will go
00:01:37.800 --> 00:01:40.420
based on your current
steering wheel position.",http://people.csail.mit.edu/rishabhy/split_videos/How To Use Trailer Reverse Guidance _ Ford How-To _ Ford-U2Z50I1apDA_seg4.mp4,What line shows you where your trailer is in relation to your vehicle?
v_67_2,q_2_v_67_2,BLIS With Cross-Traffic Alert _ Ford How-To _ Ford-nOMzS_TkFT0,"00:00:14.355 --> 00:00:17.840
Let's start with BLIS or
Blind Spot Information System.
00:00:17.840 --> 00:00:19.930
Any time you put your vehicle in drive and
00:00:19.930 --> 00:00:23.140
you are going faster than six
miles per hour BLIS will turn on.
00:00:23.140 --> 00:00:27.410
After that it's always active when
your vehicle is drive or neutral.",http://people.csail.mit.edu/rishabhy/split_videos/BLIS With Cross-Traffic Alert _ Ford How-To _ Ford-nOMzS_TkFT0_seg2.mp4,At what speed does BLIS activate?
v_1_7,q_18_v_1_7,180 Camera with Split-View Display _ Ford How-To _ Ford-0znZlttKkuc,"00:01:30.730 --> 00:01:34.460
The active guidelines, the ones that move,
show you the path in which your car is
00:01:34.460 --> 00:01:37.620
projected to go based on your
steering when reversing.
00:01:37.620 --> 00:01:39.920
These are perfect for
when you're backing into a parking space.",http://people.csail.mit.edu/rishabhy/split_videos/180 Camera with Split-View Display _ Ford How-To _ Ford-0znZlttKkuc_seg7.mp4,How does the active guide lines help the driver?
v_13_3,q_17_v_13_3,Front and Rear Wiper Stalk Control _ Ford How-To _ Ford-yUtE3AirOxc,"00:00:44.400 --> 00:00:48.970
Just push up on the stalk to the single
triangle for a normal, continuous wipe, or
00:00:48.970 --> 00:00:50.840
to the double triangle for faster wiping.
00:00:52.090 --> 00:00:54.560
To wash the windshield,
just pull the stock towards you.
00:00:55.630 --> 00:00:57.840
So far, so good, right?",http://people.csail.mit.edu/rishabhy/split_videos/Front and Rear Wiper Stalk Control _ Ford How-To _ Ford-yUtE3AirOxc_seg3.mp4,How do I use the windshield wiper fluid?
v_3_2,q_20_v_3_2,Transit Battery Location _ Ford How-To _ Ford-xglmBiyTifQ,"00:00:14.754 --> 00:00:18.435
First, let's talk about how to
jump your battery if it dies.
00:00:18.435 --> 00:00:20.783
Open the engine hood by
pulling on the hood
00:00:20.783 --> 00:00:24.981
release located under the storage bin
next to the driver's side door, here.
00:00:24.981 --> 00:00:29.100
The battery jump box is located on the
driver's side of the engine compartment.
00:00:29.100 --> 00:00:33.072
Lift up the red access panel to
expose the positive battery post, and
00:00:33.072 --> 00:00:36.029
attach the positive end of
your jumper cable to it.
00:00:36.029 --> 00:00:38.537
Now, connect the negative
end to the ground,
00:00:38.537 --> 00:00:41.765
located on the inside of
the driver's side fender, here.",http://people.csail.mit.edu/rishabhy/split_videos/Transit Battery Location _ Ford How-To _ Ford-xglmBiyTifQ_seg2.mp4,Where is the battery jump box located?
v_43_1,q_3_v_43_1,Lane Keeping System _ Ford How-To _ Ford-2K62ZvQis4I,"WEBVTT
Kind: captions
Language: en
00:00:00.314 --> 00:00:05.412
[MUSIC]
00:00:05.412 --> 00:00:08.575
Did you know that there's a system in your
car that can alert you if you begin to
00:00:08.575 --> 00:00:10.150
drift from your lane?
00:00:10.150 --> 00:00:11.045
Let me tell you about it.",http://people.csail.mit.edu/rishabhy/split_videos/Lane Keeping System _ Ford How-To _ Ford-2K62ZvQis4I_seg1.mp4,Is there a system on the car that can alert you if it starts to drift?
v_41_1,q_15_v_41_1,Lane Keeping System - Programming  Ford How-To _ Ford-jzG6YDWMWek,"WEBVTT
Kind: captions
Language: en
00:00:00.000 --> 00:00:04.944
[MUSIC]
00:00:04.944 --> 00:00:08.248
Your car may have a feature that can let
you know when you're drifting out of your
00:00:08.248 --> 00:00:10.783
lane so that you can adjust your
steering and stay within it.
00:00:10.783 --> 00:00:12.337
[MUSIC]
00:00:12.337 --> 00:00:13.190
Let me show you how.",http://people.csail.mit.edu/rishabhy/split_videos/Lane Keeping System - Programming  Ford How-To _ Ford-jzG6YDWMWek_seg1.mp4,Does the car have feature to notify me when im off the lane?
v_88_1,q_4_v_88_1,Drive vs. Sport Mode _ Ford How-To _ Ford-7I38idrdK2E,"WEBVTT
Kind: captions
Language: en
00:00:06.070 --> 00:00:08.733
Why is my engine revving so fast?
00:00:08.733 --> 00:00:12.533
&gt;&gt; Did you know that your automatic
transmission lets you manually switch
00:00:12.533 --> 00:00:13.173
gears too?
00:00:13.173 --> 00:00:16.583
In fact, you can choose from Sport Mode or
SelectShift,
00:00:16.583 --> 00:00:18.653
depending on your driving style.",http://people.csail.mit.edu/rishabhy/split_videos/Drive vs. Sport Mode _ Ford How-To _ Ford-7I38idrdK2E_seg1.mp4,Why is my engine revving so fast?
v_41_3,q_1_v_41_3,Lane Keeping System - Programming  Ford How-To _ Ford-jzG6YDWMWek,"00:00:29.350 --> 00:00:31.890
Here, you can change the mode to alert
00:00:31.890 --> 00:00:34.440
which will vibrate your steering
wheel if you start to drift.
00:00:36.040 --> 00:00:39.990
Aid, which uses the steering system to
help direct you to steer the car back
00:00:39.990 --> 00:00:40.886
into the target lane.
00:00:40.886 --> 00:00:44.480
Or Alert + Aid which gives
you both sets of cues.
00:00:45.870 --> 00:00:48.870
Unlike when you're in the alert mode,
in the combined mode,
00:00:48.870 --> 00:00:52.520
you won't feel the alert vibration
until you're further out of your lane.",http://people.csail.mit.edu/rishabhy/split_videos/Lane Keeping System - Programming  Ford How-To _ Ford-jzG6YDWMWek_seg3.mp4,How does alert mode work?
v_89_1,q_12_v_89_1,SYNC Connect powered by FordPass - Activate Remote Features _ Ford How-To _ Ford-MheqNWskp-s,"WEBVTT
Kind: captions
Language: en
00:00:00.405 --> 00:00:03.973
[MUSIC]
00:00:03.980 --> 00:00:07.180
Did you know that your vehicle may be
equipped with a feature
00:00:07.180 --> 00:00:11.520
that allows you to stay connected and control certain
features remotely, like unlock and
00:00:11.540 --> 00:00:14.900
lock your doors as well as
remote start your vehicle?
00:00:14.920 --> 00:00:19.208
All you need is the available
Sync Connect, a compatible smartphone, and
00:00:19.208 --> 00:00:20.170
Ford Pass.
00:00:20.170 --> 00:00:21.520
Let me tell you about it.
00:00:21.520 --> 00:00:25.340
The first thing you'll need to do is
download FordPass from the App Store or
00:00:25.340 --> 00:00:28.500
Google Play and
accept the terms and conditions.
00:00:28.500 --> 00:00:33.491
If you already have a Ford owner account,
you can log in using your username and
00:00:33.491 --> 00:00:34.350
password.
00:00:34.350 --> 00:00:38.920
If not, you can create an account via the
FordPass app with some basic information
00:00:38.920 --> 00:00:40.400
and a four digit PIN.
00:00:40.400 --> 00:00:43.820
You'll then need to add your
sync connect equipped vehicle.
00:00:43.820 --> 00:00:45.710
Go to the My Vehicles card.
00:00:45.710 --> 00:00:47.600
Click on Add Vehicle.
00:00:47.600 --> 00:00:50.610
To add a second vehicle hit the + button.
00:00:50.610 --> 00:00:55.500
Next, scan the VIN bar code by selecting
the Use Camera tab and point your
00:00:55.500 --> 00:00:59.920
phone's camera to the VIN label located
on your vehicle's driver door sill.
00:00:59.920 --> 00:01:02.530
You'll get a scanned successfully screen.
00:01:02.530 --> 00:01:05.570
Next, assign a vehicle nickname,
then, hit Finish.
00:01:06.590 --> 00:01:10.360
Next, you'll see this screen directing
you to activate SYNC Connect by
00:01:10.360 --> 00:01:13.200
touching the Activate SYNC Connect button.
00:01:13.200 --> 00:01:16.170
After a few minutes,
go to your vehicle and start it.
00:01:16.170 --> 00:01:19.630
You will then see this pop up
on the SYNC 3 touchscreen.
00:01:19.630 --> 00:01:20.800
Touch Allow to continue.
00:01:21.880 --> 00:01:25.843
Keep in mind, if you do not touch Allow
in the pop-up within 10 start-ups,
00:01:25.843 --> 00:01:28.306
you will not gain access
to remote features, and
00:01:28.306 --> 00:01:30.608
will need to reactivate
from the beginning.
00:01:30.608 --> 00:01:31.873
[MUSIC]
00:01:31.873 --> 00:01:36.091
Once you do, after a short period of time,
all remote features can be
00:01:36.091 --> 00:01:40.188
accessed from your smartphones
FordPass Vehicle Controls card.
00:01:40.188 --> 00:01:41.265
Any questions?
00:01:41.265 --> 00:01:44.705
Go to owner.ford.com or FordPass.com.",http://people.csail.mit.edu/rishabhy/split_videos/SYNC Connect powered by FordPass - Activate Remote Features _ Ford How-To _ Ford-MheqNWskp-s_seg1.mp4,How do you add your vehicle to the Ford Pass app?
v_85_2,q_6_v_85_2,Customer-Placed Trailer Camera _ Ford How-To _ Ford-ylZSsi3RHqs,"00:00:12.168 --> 00:00:15.280
The customer placed trailer
camera prep kit can be mounted to
00:00:15.280 --> 00:00:16.530
the rear of a trailer.
00:00:16.530 --> 00:00:20.820
And provides added driver convenience
when backing up with an attached trailer.
00:00:20.820 --> 00:00:25.660
The kit includes a camera, wiring harness,
mounting bracket, and mounting parts.
00:00:25.660 --> 00:00:30.100
To use the camera requires the available
Sync 3 system, and either the available
00:00:30.100 --> 00:00:35.700
ultimate trailer tow camera system, or
rear center high mounted stop lamp camera.",http://people.csail.mit.edu/rishabhy/split_videos/Customer-Placed Trailer Camera _ Ford How-To _ Ford-ylZSsi3RHqs_seg2.mp4,Where is the kit mounted on the trailer?
