video_id,question_id,video_name,video_trans,video_link,question
v_23_2,q_1_v_23_2,Using SiriusXM Satellite Radio With SYNC 3 _ Ford How-To _ Ford-vWuKT_SnkXs,"00:00:22.160 --> 00:00:26.190
Vehicles equipped with Sirius XM
come with a pre-activated six month
00:00:26.190 --> 00:00:31.020
all access trial subscription, which
includes Sirius XM radio for your vehicle,
00:00:31.020 --> 00:00:36.450
plus the ability to enjoy Sirius XM while
outside your Ford by streaming online and
00:00:36.450 --> 00:00:38.130
on the Sirius XM app.
00:00:38.130 --> 00:00:41.070
Keep in mind,
in order to stream Sirius XM,
00:00:41.070 --> 00:00:45.250
you'll need to set up your account
with a username and password online.",http://people.csail.mit.edu/rishabhy/split_videos/Using SiriusXM Satellite Radio With SYNC 3 _ Ford How-To _ Ford-vWuKT_SnkXs_seg2.mp4,How long is the Sirius XM subscription trial?
v_78_2,q_6_v_78_2,Child Tether LATCH System Help Guide _ Ford How-To _ Ford-4tUQ6xsTLKA,"00:00:18.471 --> 00:00:21.621
&gt;&gt; Your vehicle may have a LATCH system
that makes securing your child seat easy,
00:00:21.621 --> 00:00:23.969
and could help keep your child
safe in case of an accident.",http://people.csail.mit.edu/rishabhy/split_videos/Child Tether LATCH System Help Guide _ Ford How-To _ Ford-4tUQ6xsTLKA_seg2.mp4,What does LATCH stand for?
v_84_3,q_5_v_84_3,Cupholders for 40_20_40 Seat Configuration _ Ford How-To _ Ford-4QQouamp50E,"00:00:38.180 --> 00:00:41.900
To access the other two cup holders and
storage bin, pull the middle seat back
00:00:41.900 --> 00:00:46.540
down by pushing the button on
the passenger side of the console, here.
00:00:46.540 --> 00:00:50.180
You can open the storage
bin by squeezing the small latch.
00:00:50.190 --> 00:00:54.160
For your added security, this storage bin
will only open when the seat is folded.
00:00:54.160 --> 00:00:57.783
So there's no worry of things falling
out when it's in the upright position.
00:00:57.783 --> 00:01:02.415
And keep in mind, because the cup holders
have small rubber pads on the inside,
00:01:02.415 --> 00:01:06.234
they can hold different size cups and
plastic bottles securely.",http://people.csail.mit.edu/rishabhy/split_videos/Cupholders for 40_20_40 Seat Configuration _ Ford How-To _ Ford-4QQouamp50E_seg3.mp4,Where are cupholders placed in the rear seats?
v_9_8,q_1_v_9_8,360 Camera with Split-view Display _ Ford How-To _ Ford-2asWY4qcJtI,"00:01:22.218 --> 00:01:25.740
When you shift into drive,
you'll have to push the camera button for
00:01:25.740 --> 00:01:28.690
front view as it doesn't
automatically come on.
00:01:28.690 --> 00:01:31.900
When you do, it will show
a full screen with a 360-degree
00:01:31.900 --> 00:01:36.170
image on the right side of the screen and
a normal front view on the left side.
00:01:36.170 --> 00:01:40.620
Press it again for a normal front view and
once again for a front-split view.",http://people.csail.mit.edu/rishabhy/split_videos/360 Camera with Split-view Display _ Ford How-To _ Ford-2asWY4qcJtI_seg8.mp4,How do you get the camera button for a front view
v_47_3,q_9_v_47_3,Mustang Front-Seat Functionality _ Ford How-To _ Ford-LgqfbRlZOoc,"00:00:28.130 --> 00:00:31.080
To raise or lower the seat,
pull up on the lever located on
00:00:31.080 --> 00:00:35.190
the side of the seat closest to the door
to raise it and press down to lower it.
00:00:36.770 --> 00:00:39.680
You can also change the angle
of the seatback by pulling up on
00:00:39.680 --> 00:00:41.980
the adjustment lever on
the side of the seatback.
00:00:41.980 --> 00:00:45.490
Leaning backward or forward to the desired
position and then releasing the lever.",http://people.csail.mit.edu/rishabhy/split_videos/Mustang Front-Seat Functionality _ Ford How-To _ Ford-LgqfbRlZOoc_seg3.mp4,How do I raise or lower the seat?
v_30_6,q_2_v_30_6,Accessing the Vehicle Jack _ Ford How-To _ Ford-IAooaKIXe_U,"00:01:19.241 --> 00:01:23.369
For the the rear tires,
place it under the rear axle, like this.",http://people.csail.mit.edu/rishabhy/split_videos/Accessing the Vehicle Jack _ Ford How-To _ Ford-IAooaKIXe_U_seg6.mp4,How do we lift up the vehicle on the rear axle for changing  the  Tyre?
v_33_7,q_8_v_33_7,Adaptive Cruise Control Using Tow_Haul Mode _ Ford How-To _ Ford-xe7aziYMt6w,"00:01:30.320 --> 00:01:34.050
In fact, there are four different
gaps that you can choose from.
00:01:34.050 --> 00:01:38.140
One bar, or the sportiest setting,
gets you the smallest gap.
00:01:38.140 --> 00:01:40.720
Two bars, which is the default gap.
00:01:40.720 --> 00:01:45.680
Three bars, or four, which is the comfort
setting and gives you the biggest gap.",http://people.csail.mit.edu/rishabhy/split_videos/Adaptive Cruise Control Using Tow_Haul Mode _ Ford How-To _ Ford-xe7aziYMt6w_seg7.mp4,What is the default gap setting?
v_68_1,q_2_v_68_1,Selectable Driving Modes _ Ford How-To _ Ford-w6Hgwxu8zXI,"WEBVTT
Kind: captions
Language: en
00:00:00.435 --> 00:00:03.898
[MUSIC]
00:00:03.898 --> 00:00:06.676
Your vehicle maybe equipped with
the feature that can match your
00:00:06.676 --> 00:00:09.330
driving experience on the road and
your mood.",http://people.csail.mit.edu/rishabhy/split_videos/Selectable Driving Modes _ Ford How-To _ Ford-w6Hgwxu8zXI_seg1.mp4,What is the feature that matches my mood?
v_1_5,q_20_v_1_5,180 Camera with Split-View Display _ Ford How-To _ Ford-0znZlttKkuc,"00:00:59.200 --> 00:01:01.920
There's also a rear view camera,
just above the license plate,
00:01:01.920 --> 00:01:04.260
that works independently from
the one in the front, and
 
00:01:04.260 --> 00:01:07.590
shows what's directly behind
you while you're in reverse.
00:01:07.590 --> 00:01:10.100
Another car icon in the upper
right side of the screen,
00:01:10.100 --> 00:01:13.720
the park distance control display,
also shows up when you're in reverse.
00:01:13.720 --> 00:01:15.290
And uses red, yellow, and
00:01:15.290 --> 00:01:19.380
green indicators to show you where
the closest obstacles detected are.",http://people.csail.mit.edu/rishabhy/split_videos/180 Camera with Split-View Display _ Ford How-To _ Ford-0znZlttKkuc_seg5.mp4,What colors depict nearby obstacles in the camera's display?
v_36_7,q_11_v_36_7,Information Display - 4.2' Message Center _ Ford How-To _ Ford-paWjezqoxTk,"00:01:51.770 --> 00:01:52.390
Settings and
00:01:52.390 --> 00:01:56.100
Advanced Settings which allows you to
configure certain things like lighting,
00:01:56.100 --> 00:02:00.810
locks and wipers, remote start, climate
controls, and let's you create a MyKey.",http://people.csail.mit.edu/rishabhy/split_videos/Information Display - 4.2' Message Center _ Ford How-To _ Ford-paWjezqoxTk_seg7.mp4,What is the purpose of the small screen beside the speedometer?
v_19_4,q_14_v_19_4,Using Power-Deployable Running Boards _ Ford How-To _ Ford-PpmFNrvleWs,"00:00:45.570 --> 00:00:48.950
There are a few things that you may
need to know to prevent damaging them.
00:00:48.950 --> 00:00:51.430
Before you put a jack
underneath your vehicle,
00:00:51.430 --> 00:00:54.790
you'll need to ensure that the power
running boards are turned off.
00:00:54.790 --> 00:00:58.400
Also, when using a jack,
be sure to check your owner's manual for
00:00:58.400 --> 00:01:00.440
proper mounting locations.
00:01:00.440 --> 00:01:04.510
And when using a hoist lift be sure to
place the lift arms under the frame rails
00:01:04.510 --> 00:01:09.130
at all times to avoid damage to the under
body and running board components.
00:01:09.130 --> 00:01:10.250
Any questions?",http://people.csail.mit.edu/rishabhy/split_videos/Using Power-Deployable Running Boards _ Ford How-To _ Ford-PpmFNrvleWs_seg4.mp4,Why to put off the power of the vehicle  before we use the jack?
v_56_2,q_2_v_56_2,Pre-Collision Assist with Pedestrian Detection _ Ford How-To _ Ford-TVgSeHMSXEU,"00:00:18.953 --> 00:00:22.948
Pre-collision assist may help drivers
avoid rear end collisions with other
00:00:22.948 --> 00:00:27.311
vehicle while pedestrian detection can
help the driver avoid pedestrians crossing
00:00:27.311 --> 00:00:29.020
in front of them.
00:00:29.020 --> 00:00:33.340
The system uses radar and camera
technology to scan the roadway ahead.",http://people.csail.mit.edu/rishabhy/split_videos/Pre-Collision Assist with Pedestrian Detection _ Ford How-To _ Ford-TVgSeHMSXEU_seg2.mp4,what does the system scan for?
v_57_3,q_12_v_57_3,Automatic Headlamps With Wiper-Activated Headlamp Feature _ Ford How-To _ Ford-FOL9B-e2Oz8,"00:00:34.065 --> 00:00:35.275
[MUSIC]
00:00:35.275 --> 00:00:38.388
In addition, when your headlamps
are in the Autolamp position,
00:00:38.388 --> 00:00:40.550
they automatically turn on when it's dark.
00:00:41.850 --> 00:00:45.461
And stay on for up to three minutes
after you turn off the car and get out.",http://people.csail.mit.edu/rishabhy/split_videos/Automatic Headlamps With Wiper-Activated Headlamp Feature _ Ford How-To _ Ford-FOL9B-e2Oz8_seg3.mp4,When will your head lamps turn on if in the auto lamp position?
v_37_3,q_2_v_37_3,Adaptive Cruise Control with Stop-and-Go _ Ford How-To _ Ford-LnUtjs-jeJA,"00:00:32.930 --> 00:00:37.010
To set the cruising speed, use the cruise
control switch on your steering wheel.
00:00:37.010 --> 00:00:40.903
Press On, accelerate to your
desired speed and press Set.
00:00:40.903 --> 00:00:44.181
Then take your foot off the accelerator.",http://people.csail.mit.edu/rishabhy/split_videos/Adaptive Cruise Control with Stop-and-Go _ Ford How-To _ Ford-LnUtjs-jeJA_seg3.mp4,Where is the cruise control switch located?
v_1_2,q_3_v_1_2,180 Camera with Split-View Display _ Ford How-To _ Ford-0znZlttKkuc,"00:00:17.120 --> 00:00:20.590
For starters, there is a camera mounted in
the front grille that gives you additional
00:00:20.590 --> 00:00:23.670
assistance while you're driving
forward at low speeds by showing you
00:00:23.670 --> 00:00:26.890
what's in front of you and helping you
avoid any obstacles that are in your way.",http://people.csail.mit.edu/rishabhy/split_videos/180 Camera with Split-View Display _ Ford How-To _ Ford-0znZlttKkuc_seg2.mp4,Where is the camera mounted in the front?
v_43_4,q_4_v_43_4,Lane Keeping System _ Ford How-To _ Ford-2K62ZvQis4I,"00:00:50.623 --> 00:00:54.582
Great, let's take a closer look at
what you'll see from the driver seat.
00:00:54.582 --> 00:00:56.689
If you want to use this system press,
00:00:56.689 --> 00:01:00.600
the on/off switch at the end
of the left hand star.
00:01:00.600 --> 00:01:01.850
Depending on your model,
00:01:01.850 --> 00:01:04.640
you may have to turn it on every
time you turn on your car.
00:01:04.640 --> 00:01:07.359
In other models, the system will
recall the last remembered settings.
00:01:08.420 --> 00:01:10.490
If you started the vehicle using MyKey,
00:01:10.490 --> 00:01:14.090
the system will turn on automatically
with the alert mode selected.",http://people.csail.mit.edu/rishabhy/split_videos/Lane Keeping System _ Ford How-To _ Ford-2K62ZvQis4I_seg4.mp4,Where is the Alert Mode switch located?
v_52_4,q_11_v_52_4,Power Flow Status with Available SYNC 3 _ Ford How-To _ Ford-pl3BAUAi2jg,"00:01:10.090 --> 00:01:10.830
When braking or
00:01:10.830 --> 00:01:14.970
coasting, you'll see power flow back from
the drive train to charge the battery.
00:01:14.970 --> 00:01:17.890
This represents active
regenerative braking.
00:01:17.890 --> 00:01:21.030
When more power is needed,
the gasoline engine will turn on.
00:01:21.030 --> 00:01:24.650
For instance, when driving on a highway,
under heavy acceleration,
00:01:24.650 --> 00:01:28.670
driving in low gear, or
while the battery is in charge mode
00:01:28.670 --> 00:01:32.180
you'll see a gray power flow cap
when it's switched to hybrid power.
00:01:32.180 --> 00:01:37.063
The flow begins at the fuel tank, and goes
to the engine, and then to the wheels.",http://people.csail.mit.edu/rishabhy/split_videos/Power Flow Status with Available SYNC 3 _ Ford How-To _ Ford-pl3BAUAi2jg_seg4.mp4,How do I know when the car is switched to hyber power?
v_94_3,q_10_v_94_3,Track Apps - Accelerometer_Acceleration Timer _ Ford How-To _ Ford-0WtDHkyZJxg,"00:00:45.850 --> 00:00:48.990
The acceleration timer displays
the vehicle's rate of acceleration
00:00:48.990 --> 00:00:51.500
based on selected tests for speed.
00:00:51.500 --> 00:00:55.305
0 to 30 miles per hour,
0 to 60 miles per hour,
00:00:55.305 --> 00:00:57.775
0 to 100 miles per hour, or distance.
00:00:57.775 --> 00:00:59.665
1/8 mile, or 1/4 mile.",http://people.csail.mit.edu/rishabhy/split_videos/Track Apps - Accelerometer_Acceleration Timer _ Ford How-To _ Ford-0WtDHkyZJxg_seg3.mp4,Does the acceleration timer display MPH and distance?
v_16_1,q_6_v_16_1,USB Smart Charging _ Ford How-To _ Ford-p5P3bNlMr0c,"WEBVTT
Kind: captions
Language: en
00:00:00.402 --> 00:00:05.051
[MUSIC]
00:00:05.051 --> 00:00:08.482
You might be interested to know that
your vehicle has USB charging ports that
00:00:08.482 --> 00:00:10.360
are now capable of charging tablets, and
00:00:10.360 --> 00:00:13.750
know just how much power to supply
to fully charge your device.
00:00:13.750 --> 00:00:15.380
Let me explain.",http://people.csail.mit.edu/rishabhy/split_videos/USB Smart Charging _ Ford How-To _ Ford-p5P3bNlMr0c_seg1.mp4,How many USB ports are in a vehicle?
v_70_4,q_18_v_70_4,SelectShift Automatic Transmission   Truck _ Ford How-To _ Ford-P5xyDww1ks0,"00:01:09.170 --> 00:01:13.070
To manually shift gears,
move your gear shift from D to M.
00:01:13.070 --> 00:01:15.820
Now, only your current gear will appear.
00:01:15.820 --> 00:01:19.590
And you can use the plus button to up
shift and the minus to down shift.
00:01:19.590 --> 00:01:23.690
Keep in mind, even though you're manually
changing gears, SelectShift will prevent
00:01:23.690 --> 00:01:28.510
some shifts if your engine speed is
too high or if your RPMs are too low.
00:01:28.510 --> 00:01:32.710
And if you come to a stop while in Manual
Mode, the transmission will automatically
00:01:32.710 --> 00:01:36.600
downshift to a lower gear for
easier acceleration when you drive away.",http://people.csail.mit.edu/rishabhy/split_videos/SelectShift Automatic Transmission   Truck _ Ford How-To _ Ford-P5xyDww1ks0_seg4.mp4,Will the transmission automatically downshift when coming to a stop in manual mode?
v_94_5,q_5_v_94_5,Track Apps - Accelerometer_Acceleration Timer _ Ford How-To _ Ford-0WtDHkyZJxg,"00:01:13.640 --> 00:01:16.560
Automatic start allows you to
test at your own pace, and
00:01:16.560 --> 00:01:18.280
begins once you hit the accelerator pedal.
00:01:20.080 --> 00:01:23.580
If you want to end the automatic start,
just hit okay on the five-way switch.",http://people.csail.mit.edu/rishabhy/split_videos/Track Apps - Accelerometer_Acceleration Timer _ Ford How-To _ Ford-0WtDHkyZJxg_seg5.mp4,what does automatic start do?
v_101_6,q_4_v_101_6,Electric Range and Reading the Gauges _ Ford How-To _ Ford-dR-BZWycAGk,"00:01:02.740 --> 00:01:04.950
Every time that you turn your vehicle off,
and
00:01:04.950 --> 00:01:07.280
you've used plug in
energy during your trip,
00:01:07.280 --> 00:01:10.870
the Next Full Charge screen will appear on
the right side of your instrument cluster.
00:01:10.870 --> 00:01:15.470
It will show your estimated miles per
full charge, just like on the left side,
00:01:15.470 --> 00:01:19.880
plus additional information about how your
energy usage has impacted your estimate
00:01:19.880 --> 00:01:22.590
as compared to the rated
the electric range for your vehicle.",http://people.csail.mit.edu/rishabhy/split_videos/Electric Range and Reading the Gauges _ Ford How-To _ Ford-dR-BZWycAGk_seg6.mp4,How do I know how the energy usage has impacted the charge estimate?
v_46_4,q_19_v_46_4,LED Lighting Features _ Ford How-To _ Ford-eAHk8oAbhyk,"00:01:00.588 --> 00:01:05.024
High visibility LED box lights in the box
interior make it easy to find and
00:01:05.024 --> 00:01:07.350
load items in the dark.
00:01:07.350 --> 00:01:11.020
There are two lights located in
the rear corners that shine forward.
00:01:11.020 --> 00:01:14.770
There is also one in the high mounted
stop lamp on the rear of the cab.
00:01:14.770 --> 00:01:19.780
To turn them on and off from inside the
cab, just press the box lighting button, here.
00:01:19.780 --> 00:01:22.760
After ten minutes they
will turn off gradually.",http://people.csail.mit.edu/rishabhy/split_videos/LED Lighting Features _ Ford How-To _ Ford-eAHk8oAbhyk_seg4.mp4,How many lights total are on the exterior of this car?
v_105_2,q_1_v_105_2,Enhanced Upfitter Switches _ Ford How-To _ Ford-O7a4J7B17zs,"00:00:13.280 --> 00:00:14.500
For your convenience,
00:00:14.500 --> 00:00:19.130
built in upfitter switches have been moved
to the overhead console for easy access.
00:00:19.130 --> 00:00:23.000
Plus, we've increased the number
of switches from four to six.
00:00:23.000 --> 00:00:27.292
So now, you have more capability to
control components, such as winches,
00:00:27.292 --> 00:00:29.580
electric spreaders, lights and more.",http://people.csail.mit.edu/rishabhy/split_videos/Enhanced Upfitter Switches _ Ford How-To _ Ford-O7a4J7B17zs_seg2.mp4,What is the use of overhead switches?
v_81_1,q_17_v_81_1,Configurable Daytime Running Lamps _ Ford How-To _ Ford-HeJaJ_ufDuc,"WEBVTT
Kind: captions
Language: en
00:00:00.160 --> 00:00:04.686
[MUSIC]
00:00:04.686 --> 00:00:07.738
Your vehicle may have daytime running
lamps that can be turned on or
00:00:07.738 --> 00:00:09.840
off depending on your preference.
00:00:09.840 --> 00:00:11.450
Let me explain.",http://people.csail.mit.edu/rishabhy/split_videos/Configurable Daytime Running Lamps _ Ford How-To _ Ford-HeJaJ_ufDuc_seg1.mp4,Does my vehicle have daytime running lamps?
v_7_1,q_18_v_7_1,Transit Refueling _ Ford How-To _ Ford-vM-EW2gDMn0,"WEBVTT
Kind: captions
Language: en
00:00:00.359 --> 00:00:03.800
[MUSIC]
00:00:03.800 --> 00:00:07.792
Your transit's fuel door is conveniently
located inside the driver's door for
00:00:07.792 --> 00:00:09.550
quick and easy fill ups.
00:00:09.550 --> 00:00:13.380
To open the fuel filler door,
the driver's door must be open.
00:00:13.380 --> 00:00:16.990
Once it is, place your finger under
the filler door tab and pull.
00:00:16.990 --> 00:00:19.770
You'll notice it has the Easy Fuel
capless fuel filler, so
00:00:19.770 --> 00:00:21.870
there's no cap to twist off.
00:00:21.870 --> 00:00:23.970
Just insert the fuel
pump nozzle all they way,
00:00:23.970 --> 00:00:28.040
making sure it passes through both
spring-loaded flaps, then fill up.
00:00:28.040 --> 00:00:31.550
Once it's stopped filling, wait about
ten seconds before removing the nozzle,
00:00:31.550 --> 00:00:34.020
to allow any residual to drain out.
00:00:34.020 --> 00:00:36.690
Remove the nozzle and close the fuel door.",http://people.csail.mit.edu/rishabhy/split_videos/Transit Refueling _ Ford How-To _ Ford-vM-EW2gDMn0_seg1.mp4,How do I open the fuel filler door?
v_68_7,q_16_v_68_7,Selectable Driving Modes _ Ford How-To _ Ford-w6Hgwxu8zXI,"00:01:22.550 --> 00:01:25.080
And Snow/Wet,
which gives you confident handling and
00:01:25.080 --> 00:01:28.870
a direct connection to the road in wet,
or snowy weather conditions.
00:01:28.870 --> 00:01:32.280
Keep in mind, the selectable driving
modes have diagnostic checks
00:01:32.280 --> 00:01:36.380
that continuously monitor the system
to ensure proper operation.",http://people.csail.mit.edu/rishabhy/split_videos/Selectable Driving Modes _ Ford How-To _ Ford-w6Hgwxu8zXI_seg7.mp4,What checks the selectable driving modes to monitor the operations and ensure proper operations?
v_55_2,q_19_v_55_2,Auto Start-Stop Technology - Ford Cars and SUV's  _ Ford How-To _ Ford-h035M-OTo7w,"00:00:14.600 --> 00:00:17.130
Auto Start-Stop technology is always on
00:00:17.130 --> 00:00:20.450
unless you turn it off by pushing
the Auto Start-Stop off button.
00:00:20.450 --> 00:00:23.760
So, it will be active every
time you start your vehicle.
00:00:23.760 --> 00:00:25.390
When you put your foot
on the brake pedal and
00:00:25.390 --> 00:00:29.625
come to a full start, like at a red light,
your engine automatically shuts off.
00:00:29.625 --> 00:00:31.530
You might not even notice it.
00:00:31.530 --> 00:00:34.720
But a light on the instrument cluster
will let you know that it's off.
00:00:34.720 --> 00:00:36.920
And, once you take your
foot off the brake pedal,
00:00:36.920 --> 00:00:40.240
your car automatically
restarts without any delay.",http://people.csail.mit.edu/rishabhy/split_videos/Auto Start-Stop Technology - Ford Cars and SUV's  _ Ford How-To _ Ford-h035M-OTo7w_seg2.mp4,When does the engine shut off?
