video_id,question_id,video_name,video_trans,video_link,question
v_8_1,q_2_v_8_1,F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ,"WEBVTT
Kind: captions
Language: en
00:00:00.561 --> 00:00:04.450
[MUSIC]
00:00:04.450 --> 00:00:08.296
Your vehicle may have some convenient
features that make connecting a trailer
00:00:08.296 --> 00:00:09.411
and towing it simple.
00:00:09.411 --> 00:00:10.810
Let me explain.",http://people.csail.mit.edu/rishabhy/split_videos/F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ_seg1.mp4,Does the vehicle have a tail carrier?
v_72_4,q_16_v_72_4,Setting Up Trailer Reverse Guidance _ Ford How-To _ Ford-M0Y7QXobCD8,"00:02:18.170 --> 00:02:21.850
Now, I'm going to tell you how to place
the checkered sticker I just mentioned.
00:02:21.850 --> 00:02:25.340
The sticker acts as a target that
the trailer reverse guidance feature and
00:02:25.340 --> 00:02:28.480
rear view camera use to track which
direction the trailer is moving.
00:02:29.640 --> 00:02:31.250
Take the checkered target sticker and
00:02:31.250 --> 00:02:33.830
measurement card with you
to the rear of the vehicle.
00:02:33.830 --> 00:02:36.790
You'll want to place the sticker
within 7 to 22 inches from
00:02:36.790 --> 00:02:38.890
the center of the trailer hitch ball.
00:02:38.890 --> 00:02:42.696
You'll need to make sure to place the
sticker on a flat horizontal surface, so
00:02:42.696 --> 00:02:46.573
the entire sticker is in the acceptable
zone invisible by the rearview camera.
00:02:46.573 --> 00:02:48.293
[MUSIC]
00:02:48.293 --> 00:02:50.430
This is where an assistant
would be helpful.
00:02:50.430 --> 00:02:54.020
Once the sticker is in place, you'll
need to use your tape measure to get and
00:02:54.020 --> 00:02:56.020
record several measurements.
00:02:56.020 --> 00:02:59.880
First, measure the horizontal distance
from the license plate to the center of
00:02:59.880 --> 00:03:01.720
the hitch ball, and write it down.
00:03:01.720 --> 00:03:06.130
Next, measure the horizontal distance
from the center of the hitch ball to
00:03:06.130 --> 00:03:07.746
the center of the sticker.
00:03:07.746 --> 00:03:11.870
And the distance from the rear view
camera to the center of the sticker.
00:03:11.870 --> 00:03:15.218
Keep in mind, the location is
not dependent on a straight or
00:03:15.218 --> 00:03:20.780
a frame type, but based on where a surface
is available that meets the requirements.
00:03:20.780 --> 00:03:24.740
And finally, the horizontal distance from
the tailgate to the center of the trailer
00:03:24.740 --> 00:03:26.645
axle if it's a single axle trailer.
00:03:28.335 --> 00:03:30.685
If the trailer has two or more axles,
00:03:30.685 --> 00:03:34.680
measure to the center point
between both axles, here.",http://people.csail.mit.edu/rishabhy/split_videos/Setting Up Trailer Reverse Guidance _ Ford How-To _ Ford-M0Y7QXobCD8_seg4.mp4,Why should I place the checkered sticker?
v_36_5,q_13_v_36_5,Information Display - 4.2' Message Center _ Ford How-To _ Ford-paWjezqoxTk,"00:01:28.840 --> 00:01:31.460
You'll also find
a Connection Checklist tab.
00:01:31.460 --> 00:01:33.332
Here, you can select a particular trailer,
00:01:33.332 --> 00:01:35.540
ensure you're wiring
is hooked up properly,
00:01:35.540 --> 00:01:39.030
your lights are functioning correctly,
and your mirrors are adjusted.
00:01:39.030 --> 00:01:42.310
Trailer Setup allows you to select
the type of trailer you're pulling
00:01:42.310 --> 00:01:45.470
such as Conventional,
Fifth Wheel, or Gooseneck.",http://people.csail.mit.edu/rishabhy/split_videos/Information Display - 4.2' Message Center _ Ford How-To _ Ford-paWjezqoxTk_seg5.mp4,What can you find under the connection checklist tab? 
v_97_2,q_19_v_97_2,Electric Parking Brake Owner Guide _ Ford How-To _ Ford-Qrl3w8RBP6Q,"00:00:12.535 --> 00:00:17.192
Using your parking brake is a lot like
using a window switch, to set it,
00:00:17.192 --> 00:00:21.325
make sure your foot is on the brake
pedal and pull the switch up.",http://people.csail.mit.edu/rishabhy/split_videos/Electric Parking Brake Owner Guide _ Ford How-To _ Ford-Qrl3w8RBP6Q_seg2.mp4,what car is it that was shown?
v_104_4,q_14_v_104_4,Enhanced Active Park Assist with Side Sensing System _ Ford How-To _ Ford-fBF2E6gjwRU,"00:01:13.940 --> 00:01:17.140
In addition the system can help you
back in to a parking perpendicular or
00:01:17.140 --> 00:01:19.240
traditional parking spot.
00:01:19.240 --> 00:01:22.140
Just press the Active Park Assist
button two times.
00:01:22.140 --> 00:01:26.350
Signal to indicate which side you want to
park on, then simply follow the prompts
00:01:26.350 --> 00:01:30.560
displayed on your screen, accelerating,
shifting, and braking as needed.",http://people.csail.mit.edu/rishabhy/split_videos/Enhanced Active Park Assist with Side Sensing System _ Ford How-To _ Ford-fBF2E6gjwRU_seg4.mp4,How close do you need to be to a parking spot to use park assist?
v_43_5,q_14_v_43_5,Lane Keeping System _ Ford How-To _ Ford-2K62ZvQis4I,"00:01:14.090 --> 00:01:18.120
When the system is on,
you'll see a car icon with lane markings.
00:01:18.120 --> 00:01:20.900
If the lines are gray,
you're either driving too slow for
00:01:20.900 --> 00:01:24.500
the system to work,
the road has poor lane markings, or
00:01:24.500 --> 00:01:27.020
the camera cannot see the markings
because of weather conditions.",http://people.csail.mit.edu/rishabhy/split_videos/Lane Keeping System _ Ford How-To _ Ford-2K62ZvQis4I_seg5.mp4,What does it mean if the lines are gray?
v_98_2,q_13_v_98_2,Track Apps - Launch Control _ Ford How-To _ Ford-nRxAFnKQCyc,"00:00:15.940 --> 00:00:19.140
To turn it on, using the five-way
switch on your steering wheel,
00:00:19.140 --> 00:00:22.070
scroll down to Track Apps,
then Launch Control.
00:00:22.070 --> 00:00:24.232
[MUSIC]
00:00:24.232 --> 00:00:27.330
There, you'll see Launch Control and
RPM set.
00:00:27.330 --> 00:00:29.290
The RPM feature allows you to set and
00:00:29.290 --> 00:00:35.030
hold a preferred RPM to launch at,
anywhere between 3,000 and 4,500 RPMs.
00:00:35.030 --> 00:00:38.410
To select your RPM,
use the up and down arrows.
00:00:38.410 --> 00:00:41.490
This helps you control the amount of
torque distributed to the rear wheels
00:00:41.490 --> 00:00:44.570
based on engine speed,
tire temperature and
00:00:44.570 --> 00:00:46.645
surface condition to
help prevent wheel spin.
00:00:46.645 --> 00:00:47.540
[MUSIC]",http://people.csail.mit.edu/rishabhy/split_videos/Track Apps - Launch Control _ Ford How-To _ Ford-nRxAFnKQCyc_seg2.mp4,How do you access the launch control?
v_26_2,q_2_v_26_2,How to Set Up Pro Trailer Backup Assist  _ Ford How-To _ Ford-oeF7w7ngcYM,"00:00:17.290 --> 00:00:20.540
Before you begin, you'll need a few
things to help with the setup.
00:00:20.540 --> 00:00:25.230
Your supplied quick start setup guide with
measurement card, a tape measure, a pen or
00:00:25.230 --> 00:00:29.490
pencil, an assistant to help out if needed
as well as the checkered sticker that
00:00:29.490 --> 00:00:32.110
comes with your guide which
I'll tell you about later.",http://people.csail.mit.edu/rishabhy/split_videos/How to Set Up Pro Trailer Backup Assist  _ Ford How-To _ Ford-oeF7w7ngcYM_seg2.mp4,What are we setting up?
v_67_4,q_8_v_67_4,BLIS With Cross-Traffic Alert _ Ford How-To _ Ford-nOMzS_TkFT0,"00:00:58.497 --> 00:01:01.470
Now, let's talk about Cross-Traffic alert.
00:01:01.470 --> 00:01:05.650
It warns you of moving cars coming from
either side when you're in reverse or
00:01:05.650 --> 00:01:09.550
backing up and gives you three warnings,
a light on the corresponding
00:01:09.550 --> 00:01:13.470
side view mirror, a chime, and
a message in your message center.
00:01:14.470 --> 00:01:16.970
Extreme weather conditions
could block the sensors, but
00:01:16.970 --> 00:01:20.370
if that happens, you'll get a warning
message and a chime to let you know.
00:01:20.370 --> 00:01:23.234
And keep in mind,
as with the most radar, infrared, and
00:01:23.234 --> 00:01:27.246
ultrasonic-type sensing system,
there is the possibility of false alerts.",http://people.csail.mit.edu/rishabhy/split_videos/BLIS With Cross-Traffic Alert _ Ford How-To _ Ford-nOMzS_TkFT0_seg4.mp4,Does the bad weather adversely affect the sensors?
v_30_4,q_16_v_30_4,Accessing the Vehicle Jack _ Ford How-To _ Ford-IAooaKIXe_U,"00:01:05.545 --> 00:01:09.531
The lug wrench is located further back
inside the storage compartment, so
00:01:09.531 --> 00:01:11.689
you may need to turn it
a bit to get it out.",http://people.csail.mit.edu/rishabhy/split_videos/Accessing the Vehicle Jack _ Ford How-To _ Ford-IAooaKIXe_U_seg4.mp4,How do I remove the lug wrench?
v_62_4,q_8_v_62_4,Remote Start System _ Ford How-To _ Ford-SPppfyT5M5s,"00:00:49.240 --> 00:00:51.890
Remote start is especially nice
when you want to cool off your
00:00:51.890 --> 00:00:53.670
car before getting in on a hot day.
00:00:54.880 --> 00:00:58.590
In fact, if your car has automatic
climate control it will actually
00:00:58.590 --> 00:01:02.520
gauge the temperature inside the car and
adjust it to a more comfortable setting.
00:01:02.520 --> 00:01:06.340
This means that your heated seats,
steering wheel, and
00:01:06.340 --> 00:01:10.090
defrost will turn on on colder days and
your air conditioning and
00:01:10.090 --> 00:01:11.960
cooled seats will turn
on when it is warm out.",http://people.csail.mit.edu/rishabhy/split_videos/Remote Start System _ Ford How-To _ Ford-SPppfyT5M5s_seg4.mp4,HOW DOES THE CLIMATE CONTROL WORKS?
v_48_3,q_10_v_48_3,MyView _ Ford How-To _ Ford-gpmYDUDW1bM,"00:00:51.980 --> 00:00:55.130
In addition to being able to personalize
your left side screen choices,
00:00:55.130 --> 00:00:58.734
there are also a few screens that
are only available in MyView.
00:00:58.734 --> 00:01:03.010
Like Accessory Power, which indicates the
electrical power demands being put on your
00:01:03.010 --> 00:01:04.650
vehicle from your climate system, and
00:01:04.650 --> 00:01:08.680
other accessories like your radio,
headlights, and windshield wipers.
00:01:08.680 --> 00:01:12.700
Coolant temp, which indicates if your
engine temperature is normal, or high.
00:01:12.700 --> 00:01:16.550
Keep in mind, whichever two choices you
select, the far right side of the screen
00:01:16.550 --> 00:01:19.540
will always display your fuel gauge and
battery gauge.
00:01:19.540 --> 00:01:20.860
Any questions?",http://people.csail.mit.edu/rishabhy/split_videos/MyView _ Ford How-To _ Ford-gpmYDUDW1bM_seg3.mp4,What is always displayed on the far right side of the MyView screen?
v_62_5,q_1_v_62_5,Remote Start System _ Ford How-To _ Ford-SPppfyT5M5s,"00:01:13.290 --> 00:01:17.170
And to help give you control of how long
your car stays running, you can program
00:01:17.170 --> 00:01:21.910
your engine to run in five, ten, or
15 minute intervals using the five way
00:01:21.910 --> 00:01:26.300
steering wheel controls on the left side
to navigate through the settings menu.
00:01:26.300 --> 00:01:28.010
And if you want some extra run time,
00:01:28.010 --> 00:01:31.820
you can repeat the remote
start process to extend it.",http://people.csail.mit.edu/rishabhy/split_videos/Remote Start System _ Ford How-To _ Ford-SPppfyT5M5s_seg5.mp4,What intervals can I program my engine for?
v_91_3,q_17_v_91_3,Dynamic Hitch Assist _ Ford How-To _ Ford-JgPTe-ZM9sk,"00:00:34.454 --> 00:00:37.281
And here's something interesting
you might want to know,
00:00:37.281 --> 00:00:40.524
there’s a zoom button in the upper
left corner of your LCD screen.
00:00:40.524 --> 00:00:43.076
Push it to get a closer look at
your hitch and how you're lined up.",http://people.csail.mit.edu/rishabhy/split_videos/Dynamic Hitch Assist _ Ford How-To _ Ford-JgPTe-ZM9sk_seg3.mp4,How can I get a closer looke at hitch?
v_93_3,q_20_v_93_3,EcoCruise _ Ford How-To _ Ford-j3WpbQ9aDbM,"00:00:53.710 --> 00:00:56.530
When ECO Cruise is on but
not active, the ECO and
00:00:56.530 --> 00:00:59.880
car icon in your information
display will be gray.
00:00:59.880 --> 00:01:03.720
Once active both ECO and
the car icon will turn green.
00:01:03.720 --> 00:01:06.140
Now just accelerate to the speed you want.
00:01:06.140 --> 00:01:09.450
Then press the set button on the left
side of your steering wheel.
00:01:09.450 --> 00:01:12.770
Your vehicle will keep a constant
speed until you brake.
00:01:12.770 --> 00:01:17.190
Keep in mind, if you do brake but
then want to resume your set speed again,
00:01:17.190 --> 00:01:20.490
you can press the resume button on
the left side of your steering wheel.",http://people.csail.mit.edu/rishabhy/split_videos/EcoCruise _ Ford How-To _ Ford-j3WpbQ9aDbM_seg3.mp4,How to set the same curse speed of the vehicle  after the break?
v_10_2,q_20_v_10_2,Twin-Panel Moonroof _ Ford How-To _ Ford-VVTFXgQAMeE,"00:00:17.220 --> 00:00:21.055
You can open it without opening the glass
by firmly pressing the open sunshade
00:00:21.055 --> 00:00:23.075
control button here.
00:00:23.075 --> 00:00:26.481
You'll notice that the sunshade
only opens part of the way, so
00:00:26.481 --> 00:00:29.255
press the button again to
open the sunshade fully.
00:00:29.255 --> 00:00:32.285
To close it, firmly press
the close sunshade control button.
00:00:32.285 --> 00:00:35.359
[MUSIC]",http://people.csail.mit.edu/rishabhy/split_videos/Twin-Panel Moonroof _ Ford How-To _ Ford-VVTFXgQAMeE_seg2.mp4,How do you open the sun shade without opening the glass?
v_100_3,q_11_v_100_3,Trailer Brake Controller _ Ford How-To _ Ford-xcRGIiRIN3g,"00:00:45.230 --> 00:00:47.680
In order to see what
the TBC is telling you,
00:00:47.680 --> 00:00:52.470
you'll want to have the trailer screen up
on your LCD productivity screen, here.
00:00:52.470 --> 00:00:54.840
To get there, go to Truck Apps,
00:00:54.840 --> 00:00:57.930
then push the right arrow twice
until you see the trailer display.
00:00:58.940 --> 00:01:03.460
Unless a trailer is connected, the display
will read, Trailer Disconnected.
00:01:03.460 --> 00:01:06.740
As soon as a trailer is connected,
you'll see this message.
00:01:06.740 --> 00:01:08.100
Press OK.
00:01:08.100 --> 00:01:12.680
Once the trailer connected message
goes away, you'll see gain setting.
00:01:12.680 --> 00:01:16.370
This is what we talked about earlier, and
a bar graph that lights up to show you
00:01:16.370 --> 00:01:19.390
the amount of power going
to the trailer brakes.
00:01:19.390 --> 00:01:23.960
From the trailer display, press OK, and
choose the Connection Checklist option.
00:01:25.110 --> 00:01:27.640
It corresponds to
different trailer types and
00:01:27.640 --> 00:01:32.160
walks you through the connection process
to remind you of the necessary steps.",http://people.csail.mit.edu/rishabhy/split_videos/Trailer Brake Controller _ Ford How-To _ Ford-xcRGIiRIN3g_seg3.mp4,Where do you see what the TBC is telling you?
v_29_1,q_10_v_29_1,How to Use the F-Series 110-Volt Power Outlets _ Ford How-To _ Ford-b3Sw3NUj8wo,"WEBVTT
Kind: captions
Language: en
00:00:00.081 --> 00:00:03.902
[MUSIC]
00:00:03.902 --> 00:00:06.147
Your vehicle may be equipped
with power outlets,
00:00:06.147 --> 00:00:09.900
where you can charge devices like laptops,
rechargeable power tools, and more.
00:00:09.900 --> 00:00:12.030
Let me explain.
00:00:12.030 --> 00:00:14.190
There are two outlets in your vehicle.
00:00:14.190 --> 00:00:18.710
One in the instrument panel, here, and
one in the rear of the center console
00:00:18.710 --> 00:00:21.650
that is easily accessible for
someone in the back seat.
00:00:21.650 --> 00:00:25.510
The outlets can charge when your truck is
running ,and can deliver up to 400 watts
00:00:25.510 --> 00:00:29.650
when you're parked or idling, and
up to 300 watts when you're driving.
00:00:29.650 --> 00:00:33.970
Keep in mind, when using power tools,
the power outlets are only to be used for
00:00:33.970 --> 00:00:37.600
recharging and
should not be used as a main power source.
00:00:37.600 --> 00:00:38.303
Any questions?
00:00:38.303 --> 00:00:40.149
Go to Owner.Ford.com.
00:00:40.149 --> 00:00:50.149
[MUSIC]",http://people.csail.mit.edu/rishabhy/split_videos/How to Use the F-Series 110-Volt Power Outlets _ Ford How-To _ Ford-b3Sw3NUj8wo_seg1.mp4,How many outlets are typically found in the vehicle?
v_42_2,q_16_v_42_2,Adaptive Steering with Tow_Haul Mode _ Ford How-To _ Ford-GMocOHfM5yA,"00:00:24.510 --> 00:00:29.400
Let me explain, adaptive steering with
tow/haul mode, changes the ratio between
00:00:29.400 --> 00:00:32.570
the driver's actions with the steering
wheel, meaning how much the driver
00:00:32.570 --> 00:00:36.630
turns the steering wheel, and
how much the front wheels actually turn.
00:00:36.630 --> 00:00:39.660
At slower speeds, this allows
the front wheels to fully turn,
00:00:39.660 --> 00:00:42.520
with fewer rotations
of the steering wheel,
00:00:42.520 --> 00:00:45.980
which is helpful when performing
low speed maneuvers like parking.
00:00:45.980 --> 00:00:48.280
When traveling at higher speeds,
on a highway for
00:00:48.280 --> 00:00:52.500
instance, this feature further
optimizes the steering response,
00:00:52.500 --> 00:00:56.235
enabling the vehicle to react more
precisely to driver input and
00:00:56.235 --> 00:00:59.065
provide a smoother vehicle response
to your steering wheel input.",http://people.csail.mit.edu/rishabhy/split_videos/Adaptive Steering with Tow_Haul Mode _ Ford How-To _ Ford-GMocOHfM5yA_seg2.mp4,How does it change when driving at higher speeds?
v_7_1,q_8_v_7_1,Transit Refueling _ Ford How-To _ Ford-vM-EW2gDMn0,"WEBVTT
Kind: captions
Language: en
00:00:00.359 --> 00:00:03.800
[MUSIC]
00:00:03.800 --> 00:00:07.792
Your transit's fuel door is conveniently
located inside the driver's door for
00:00:07.792 --> 00:00:09.550
quick and easy fill ups.
00:00:09.550 --> 00:00:13.380
To open the fuel filler door,
the driver's door must be open.
00:00:13.380 --> 00:00:16.990
Once it is, place your finger under
the filler door tab and pull.
00:00:16.990 --> 00:00:19.770
You'll notice it has the Easy Fuel
capless fuel filler, so
00:00:19.770 --> 00:00:21.870
there's no cap to twist off.
00:00:21.870 --> 00:00:23.970
Just insert the fuel
pump nozzle all they way,
00:00:23.970 --> 00:00:28.040
making sure it passes through both
spring-loaded flaps, then fill up.
00:00:28.040 --> 00:00:31.550
Once it's stopped filling, wait about
ten seconds before removing the nozzle,
00:00:31.550 --> 00:00:34.020
to allow any residual to drain out.
00:00:34.020 --> 00:00:36.690
Remove the nozzle and close the fuel door.",http://people.csail.mit.edu/rishabhy/split_videos/Transit Refueling _ Ford How-To _ Ford-vM-EW2gDMn0_seg1.mp4,How can I put fuel into the tank?
v_38_5,q_4_v_38_5,What Are Autolamps _ Ford How-To _ Ford-vl7XcQJbn7I,"00:01:15.720 --> 00:01:19.010
Keep in mind, if you also have
wiper-activated headlamps and
00:01:19.010 --> 00:01:21.710
your headlamp switch is in
the auto-lamp position,
00:01:21.710 --> 00:01:24.880
your headlamps will come on
whenever your wipers are turned on.
00:01:24.880 --> 00:01:25.864
Any questions?
00:01:25.864 --> 00:01:28.476
Go to FordOwner.com.
00:01:28.476 --> 00:01:38.319
[MUSIC]",http://people.csail.mit.edu/rishabhy/split_videos/What Are Autolamps _ Ford How-To _ Ford-vl7XcQJbn7I_seg5.mp4,"If you have wiper activated headlamps and your headlamp switch is in the Autolamp position, what will happen?"
