video_id,question_id,video_name,video_trans,video_link,question
v_21_7,q_3_v_21_7,8' Productivity Screen _ Ford How-To _ Ford-apfpV4zPyrc,"00:01:35.470 --> 00:01:39.090
In addition, Off Road highlights
information on your power distribution and
00:01:39.090 --> 00:01:40.430
steering angle.
00:01:40.430 --> 00:01:44.960
and settings shows you driver selectable
features like Auto High Beam,
00:01:44.960 --> 00:01:47.839
with Cross Traffic Alert,
parking aids and more.",http://people.csail.mit.edu/rishabhy/split_videos/8' Productivity Screen _ Ford How-To _ Ford-apfpV4zPyrc_seg7.mp4,Does the car come equip with parking features?
v_100_2,q_3_v_100_2,Trailer Brake Controller _ Ford How-To _ Ford-xcRGIiRIN3g,"00:00:15.680 --> 00:00:19.000
The trailer brake controller
automatically applies the trailer brakes
00:00:19.000 --> 00:00:21.610
when the tow vehicles brakes are pressed.
00:00:21.610 --> 00:00:24.760
The TBC control is located
on your center console.
00:00:24.760 --> 00:00:29.360
It has a manual control lever that sends
independent power to the trailer's brakes,
00:00:29.360 --> 00:00:31.170
and a plus and minus button.
00:00:31.170 --> 00:00:33.490
Pressing either of them
adjusts how much or
00:00:33.490 --> 00:00:36.940
how little power the TBC sends
to your trailer's brakes.
00:00:36.940 --> 00:00:38.990
If you press and hold the button,
you can raise or
00:00:38.990 --> 00:00:41.670
lower the gain setting continuously.
00:00:41.670 --> 00:00:42.760
Still with me?
00:00:42.760 --> 00:00:43.880
Okay, then let's move on.",http://people.csail.mit.edu/rishabhy/split_videos/Trailer Brake Controller _ Ford How-To _ Ford-xcRGIiRIN3g_seg2.mp4,Where is the Trailer Brake Control located?
v_43_3,q_9_v_43_3,Lane Keeping System _ Ford How-To _ Ford-2K62ZvQis4I,"00:00:36.640 --> 00:00:39.860
Aid mode uses the steering system to
help direct you to steer your vehicle
00:00:39.860 --> 00:00:41.220
towards your lane.
00:00:41.220 --> 00:00:43.560
You'll actually feel
the wheel move a little.
00:00:43.560 --> 00:00:46.124
The modes can work together, or alone, and
00:00:46.124 --> 00:00:49.465
both use a forward-facing
camera to detect lane drift.
00:00:49.465 --> 00:00:50.623
Still with me?",http://people.csail.mit.edu/rishabhy/split_videos/Lane Keeping System _ Ford How-To _ Ford-2K62ZvQis4I_seg3.mp4,What system does Aid Mode use?
v_28_2,q_17_v_28_2,Using Sport Mode - Ford Trucks _ Ford How-To _ Ford-rYZKTkmXyro,"00:00:35.720 --> 00:00:40.140
To activate Sport Mode, press the button
on the end of the gear shift lever twice
00:00:40.140 --> 00:00:44.680
here, or
here if you have a center council shifter.
00:00:44.680 --> 00:00:47.770
The sport indicator light will
illuminate in the instrument display
00:00:47.770 --> 00:00:49.830
letting you know it's activated.",http://people.csail.mit.edu/rishabhy/split_videos/Using Sport Mode - Ford Trucks _ Ford How-To _ Ford-rYZKTkmXyro_seg2.mp4,How can the sport mode be activated?
v_32_7,q_20_v_32_7,Viewing a Vehicle Health Report Through Email _ Ford How-To _ Ford-1RkKJGLRCpI,"00:02:22.810 --> 00:02:27.370
Keep in mind you can also run a Vehicle
Health Report using voice commands.
00:02:27.370 --> 00:02:29.470
Just use the voice button
on your steering wheel and
00:02:29.470 --> 00:02:32.898
say Vehicle Health, it's that simple.",http://people.csail.mit.edu/rishabhy/split_videos/Viewing a Vehicle Health Report Through Email _ Ford How-To _ Ford-1RkKJGLRCpI_seg7.mp4,Can I run a vehicle health report using voice commands?
v_25_2,q_9_v_25_2,How To Maximize EV Range _ Ford How-To _ Ford-Fq63BXNCGUs,"00:00:26.130 --> 00:00:29.690
During cold and hot weather,
you'll see reduced electric range.
00:00:29.690 --> 00:00:33.220
To help minimize this loss in
range in cold weather conditions,
00:00:33.220 --> 00:00:37.280
use the heated seats, and set your climate
control temperature and fan speed lower
00:00:37.280 --> 00:00:40.870
to help lessen the energy needed for
the high voltage electric heater.
00:00:40.870 --> 00:00:44.010
And for electric only vehicles,
specifically, keeping your vehicle
00:00:44.010 --> 00:00:47.670
plugged in whenever possible will help
maintain the battery temperature.
00:00:47.670 --> 00:00:51.580
It's also recommended that you
pre-heat your cabin while plugged in.
00:00:51.580 --> 00:00:53.640
You can do so through your touchscreen or
00:00:53.640 --> 00:00:57.633
through MyFord Mobile by setting your
planned departure time or go time and
00:00:57.633 --> 00:01:02.180
your desired cabin temperature so that the
system uses the energy from your home or
00:01:02.180 --> 00:01:05.880
charging station, instead of your
vehicle's high voltage battery.",http://people.csail.mit.edu/rishabhy/split_videos/How To Maximize EV Range _ Ford How-To _ Ford-Fq63BXNCGUs_seg2.mp4,What will happen to electric range during hot and cold weather?
v_52_3,q_19_v_52_3,Power Flow Status with Available SYNC 3 _ Ford How-To _ Ford-pl3BAUAi2jg,"00:01:02.720 --> 00:01:06.560
Circles are shown to help gauge
the power being used by each component.
00:01:06.560 --> 00:01:10.090
The bigger the circle,
the more power that's being used.",http://people.csail.mit.edu/rishabhy/split_videos/Power Flow Status with Available SYNC 3 _ Ford How-To _ Ford-pl3BAUAi2jg_seg3.mp4,What do the circles in the display represent?
v_85_3,q_5_v_85_3,Customer-Placed Trailer Camera _ Ford How-To _ Ford-ylZSsi3RHqs,"00:00:35.700 --> 00:00:38.331
Once installed, when shifted into reverse,
00:00:38.331 --> 00:00:42.858
pressing the auxiliary button on your
Sync 3 touchscreen turns the camera on.
00:00:42.858 --> 00:00:45.430
A rear view image will then appear
on your center console display.
00:00:45.430 --> 00:00:48.532
The camera will turn off when
shifted out of reverse, or
00:00:48.532 --> 00:00:51.910
when another camera view is
selected from the touch screen.",http://people.csail.mit.edu/rishabhy/split_videos/Customer-Placed Trailer Camera _ Ford How-To _ Ford-ylZSsi3RHqs_seg3.mp4,How do you turn on the back up camera?
v_100_2,q_9_v_100_2,Trailer Brake Controller _ Ford How-To _ Ford-xcRGIiRIN3g,"00:00:15.680 --> 00:00:19.000
The trailer brake controller
automatically applies the trailer brakes
00:00:19.000 --> 00:00:21.610
when the tow vehicles brakes are pressed.
00:00:21.610 --> 00:00:24.760
The TBC control is located
on your center console.
00:00:24.760 --> 00:00:29.360
It has a manual control lever that sends
independent power to the trailer's brakes,
00:00:29.360 --> 00:00:31.170
and a plus and minus button.
00:00:31.170 --> 00:00:33.490
Pressing either of them
adjusts how much or
00:00:33.490 --> 00:00:36.940
how little power the TBC sends
to your trailer's brakes.
00:00:36.940 --> 00:00:38.990
If you press and hold the button,
you can raise or
00:00:38.990 --> 00:00:41.670
lower the gain setting continuously.
00:00:41.670 --> 00:00:42.760
Still with me?
00:00:42.760 --> 00:00:43.880
Okay, then let's move on.",http://people.csail.mit.edu/rishabhy/split_videos/Trailer Brake Controller _ Ford How-To _ Ford-xcRGIiRIN3g_seg2.mp4,Where is the TBC control located?
v_62_6,q_11_v_62_6,Remote Start System _ Ford How-To _ Ford-SPppfyT5M5s,"00:01:31.820 --> 00:01:34.530
And here are some important
facts you should know.
00:01:34.530 --> 00:01:39.180
On certain vehicles, the system only
allows up to two remote starts an hour or
00:01:39.180 --> 00:01:41.020
between manual starts.
00:01:41.020 --> 00:01:43.730
On others, you can only run your car for
00:01:43.730 --> 00:01:48.030
35 minutes with remote start before
you need to manually start it.",http://people.csail.mit.edu/rishabhy/split_videos/Remote Start System _ Ford How-To _ Ford-SPppfyT5M5s_seg6.mp4,How long can you run your car for before you need to restart it?
v_72_5,q_12_v_72_5,Setting Up Trailer Reverse Guidance _ Ford How-To _ Ford-M0Y7QXobCD8,"00:03:34.680 --> 00:03:38.160
Okay, now, I'm going to tell you how to input
the measurements into the systems
00:03:38.165 --> 00:03:42.200
information display using
the five-way steering wheel controls.
00:03:42.200 --> 00:03:46.380
To input the measurements you recorded
outside of the vehicle, use the up and
00:03:46.380 --> 00:03:49.900
down arrows on the five-way switch on
the left side of the steering wheel
00:03:49.900 --> 00:03:53.960
to increase or
decrease the numbers as needed, like this.
00:03:53.960 --> 00:03:58.510
Then OK to confirm each measurement and
to and to move onto the next measurement.
00:03:58.510 --> 00:04:00.310
Once you've added the last measurement,
00:04:00.310 --> 00:04:03.740
the information display will show
you all of the entered measurements.
00:04:03.740 --> 00:04:06.255
If correct select confirm and hit OK.
00:04:07.400 --> 00:04:10.570
Once you confirm the measurements
the system will automatically search for
00:04:10.570 --> 00:04:13.720
the sticker target and
highlight it with the red circle.
00:04:13.720 --> 00:04:15.990
A message will ask if
the sticker is circled.
00:04:15.990 --> 00:04:18.590
If it is, select Yes to confirm.
00:04:18.590 --> 00:04:21.730
You'll get a confirmation message
letting you know set-up is complete and
00:04:21.730 --> 00:04:22.640
measurements are saved.
00:04:23.870 --> 00:04:26.850
If you do not see the sticker circled,
select no.
00:04:26.850 --> 00:04:29.210
Make sure the measurements are correct,
and that the trailer and
00:04:29.210 --> 00:04:31.530
vehicle are positioned straight.
00:04:31.530 --> 00:04:35.710
Finally, you'll need to drive the vehicle
straight forward between four and
00:04:35.710 --> 00:04:37.340
25 miles per hour as directed,
00:04:37.340 --> 00:04:41.100
until you get a message confirming
calibration is complete.
00:04:41.100 --> 00:04:44.100
Keep in mind,
once you input your trailer's information
00:04:44.100 --> 00:04:47.360
into the information display,
it is stored for easy recall.
00:04:47.360 --> 00:04:49.960
So, you'll only need to do this one time.
00:04:49.960 --> 00:04:52.868
Every additional trailer will
require repeating the process.",http://people.csail.mit.edu/rishabhy/split_videos/Setting Up Trailer Reverse Guidance _ Ford How-To _ Ford-M0Y7QXobCD8_seg5.mp4,where is the five way switch located?
v_90_8,q_15_v_90_8,Towing Overview _ Ford How-To _ Ford-yRbKET3t5sk,"00:01:56.568 --> 00:02:00.990
When changing lanes, lifts with Trailer Tow
can alert you if a vehicle is in your
00:02:00.990 --> 00:02:05.218
blind spot, from the side mirrors,
rear-ward to the back of the trailer.",http://people.csail.mit.edu/rishabhy/split_videos/Towing Overview _ Ford How-To _ Ford-yRbKET3t5sk_seg8.mp4,When will BLIS alert me of vehicles in my blindspot?
v_24_2,q_12_v_24_2,Heated Mirrors _ Ford How-To _ Ford-DOQi4JZSeRQ,"00:00:27.500 --> 00:00:29.065
Using your heated mirrors is simple.
00:00:29.065 --> 00:00:30.033
[MUSIC]
00:00:30.033 --> 00:00:34.330
When you turn on your rear defrost,
your heated mirrors will turn on too.
00:00:34.330 --> 00:00:37.460
Keep in mind, if you have an auto
dimming driver's side mirror,
00:00:37.460 --> 00:00:40.520
it will take longer to defrost
because of the thicker glass.
00:00:40.520 --> 00:00:44.100
Any questions,",http://people.csail.mit.edu/rishabhy/split_videos/Heated Mirrors _ Ford How-To _ Ford-DOQi4JZSeRQ_seg2.mp4,What should be kept in mind if you have an auto-dimming mirror?
v_17_4,q_1_v_17_4,6-Speed SelectShift Automatic Transmission _ Ford How-To _ Ford-h0mpG7CSWgc,"00:00:40.590 --> 00:00:43.575
Keep in mind, even though you
are manually changing gears,
00:00:43.575 --> 00:00:45.910
SelectShift will automatically
make some shifts for
00:00:45.910 --> 00:00:50.190
you, if your enter speed is to high,
or if your RPMs are too low.
00:00:50.190 --> 00:00:52.970
And once you've gone into Sport Mode,
00:00:52.970 --> 00:00:55.470
your car will stay there until
you shift back to Drive Mode.",http://people.csail.mit.edu/rishabhy/split_videos/6-Speed SelectShift Automatic Transmission _ Ford How-To _ Ford-h0mpG7CSWgc_seg4.mp4,What shifts does select-shift do?
v_36_5,q_8_v_36_5,Information Display - 4.2' Message Center _ Ford How-To _ Ford-paWjezqoxTk,"00:01:28.840 --> 00:01:31.460
You'll also find
a Connection Checklist tab.
00:01:31.460 --> 00:01:33.332
Here, you can select a particular trailer,
00:01:33.332 --> 00:01:35.540
ensure you're wiring
is hooked up properly,
00:01:35.540 --> 00:01:39.030
your lights are functioning correctly,
and your mirrors are adjusted.
00:01:39.030 --> 00:01:42.310
Trailer Setup allows you to select
the type of trailer you're pulling
00:01:42.310 --> 00:01:45.470
such as Conventional,
Fifth Wheel, or Gooseneck.",http://people.csail.mit.edu/rishabhy/split_videos/Information Display - 4.2' Message Center _ Ford How-To _ Ford-paWjezqoxTk_seg5.mp4,How can we know that the mirrors are adjusted properly?
v_30_2,q_17_v_30_2,Accessing the Vehicle Jack _ Ford How-To _ Ford-IAooaKIXe_U,"00:00:12.858 --> 00:00:16.194
The jack is located under
the passenger seat. To get to it,
00:00:16.194 --> 00:00:18.530
simply move the seat all the way forward,
00:00:18.530 --> 00:00:22.937
using either the power control button
located on the side closest to the door,
00:00:22.937 --> 00:00:26.650
or the manual adjust seat bar
located under the front of the seat.
00:00:26.650 --> 00:00:29.475
Lift the cover panel by pulling up on it.
00:00:29.475 --> 00:00:33.807
It's held in position with Velcro, so
just give it a little tug.
00:00:33.807 --> 00:00:38.574
Now unstrap the jack by stretching
the rubber hold down strap and releasing,
00:00:38.574 --> 00:00:39.684
then lift it out.",http://people.csail.mit.edu/rishabhy/split_videos/Accessing the Vehicle Jack _ Ford How-To _ Ford-IAooaKIXe_U_seg2.mp4,Where is the jack located in the vehicle?
v_100_3,q_18_v_100_3,Trailer Brake Controller _ Ford How-To _ Ford-xcRGIiRIN3g,"00:00:45.230 --> 00:00:47.680
In order to see what
the TBC is telling you,
00:00:47.680 --> 00:00:52.470
you'll want to have the trailer screen up
on your LCD productivity screen, here.
00:00:52.470 --> 00:00:54.840
To get there, go to Truck Apps,
00:00:54.840 --> 00:00:57.930
then push the right arrow twice
until you see the trailer display.
00:00:58.940 --> 00:01:03.460
Unless a trailer is connected, the display
will read, Trailer Disconnected.
00:01:03.460 --> 00:01:06.740
As soon as a trailer is connected,
you'll see this message.
00:01:06.740 --> 00:01:08.100
Press OK.
00:01:08.100 --> 00:01:12.680
Once the trailer connected message
goes away, you'll see gain setting.
00:01:12.680 --> 00:01:16.370
This is what we talked about earlier, and
a bar graph that lights up to show you
00:01:16.370 --> 00:01:19.390
the amount of power going
to the trailer brakes.
00:01:19.390 --> 00:01:23.960
From the trailer display, press OK, and
choose the Connection Checklist option.
00:01:25.110 --> 00:01:27.640
It corresponds to
different trailer types and
00:01:27.640 --> 00:01:32.160
walks you through the connection process
to remind you of the necessary steps.",http://people.csail.mit.edu/rishabhy/split_videos/Trailer Brake Controller _ Ford How-To _ Ford-xcRGIiRIN3g_seg3.mp4,Where can I find how to connect a trailer?
v_75_1,q_5_v_75_1,Smart Trailer Tow Connector _ Ford How-To _ Ford-iOv4Uin0pKo,"WEBVTT
Kind: captions
Language: en
00:00:00.000 --> 00:00:04.720
[MUSIC]
00:00:04.720 --> 00:00:08.109
Your vehicle may be equipped with
a feature that monitors key components of
00:00:08.109 --> 00:00:10.120
a trailer that you are towing.
00:00:10.120 --> 00:00:11.580
Let me explain.
00:00:11.580 --> 00:00:15.590
The smart trailer tow connector informs
you if something regarding your trailer
00:00:15.590 --> 00:00:19.820
needs your attention via your productivity
screen under the Towing menu.
00:00:19.820 --> 00:00:23.888
Such as burned out or unlit trailer
turn signal lamps, brake lights, and
00:00:23.888 --> 00:00:25.474
trailer battery problems.
00:00:25.474 --> 00:00:28.884
Any questions, go to Owner.Ford.com.
00:00:28.884 --> 00:00:38.884
[MUSIC]",http://people.csail.mit.edu/rishabhy/split_videos/Smart Trailer Tow Connector _ Ford How-To _ Ford-iOv4Uin0pKo_seg1.mp4,what does the tow trailer connector do?
v_99_2,q_8_v_99_2,Track Apps - Line Lock _ Ford How-To _ Ford-vs7uPnHEvAo,"00:00:23.690 --> 00:00:29.339
To use line lock, using the five-way
switch scroll down to Track Apps.
00:00:29.339 --> 00:00:31.210
And select Line Lock from the menu.
00:00:31.210 --> 00:00:33.860
There are two steps to using Line Lock.
00:00:33.860 --> 00:00:36.660
This step verifies the driver and
car are ready.
00:00:36.660 --> 00:00:38.670
Simply follow the prompts on the screen.
00:00:38.670 --> 00:00:41.130
If you're unable to select Line Lock,
00:00:41.130 --> 00:00:43.570
check to be sure you're driving
under 25 miles an hour,
00:00:43.570 --> 00:00:49.060
the vehicle is on a level surface, and
you're not in another driving mode.
00:00:49.060 --> 00:00:54.370
To engage, firmly press and hold the
brakes, press OK on the steering wheel,
00:00:54.370 --> 00:00:57.980
remove your foot from the brake pedal,
and hit the accelerator.
00:00:57.980 --> 00:01:02.422
A 15 second countdown timer will
show the remaining time left before
00:01:02.422 --> 00:01:03.785
Line Lock shuts off.
00:01:03.785 --> 00:01:06.480
[MUSIC]
00:01:06.480 --> 00:01:10.670
You can always manually cancel it
by pressing the OK button again.",http://people.csail.mit.edu/rishabhy/split_videos/Track Apps - Line Lock _ Ford How-To _ Ford-vs7uPnHEvAo_seg2.mp4,What to do if I am not able to select Line Lock?
v_71_4,q_3_v_71_4,Brake Coach _ Ford How-To _ Ford-r1S_Jshm4Kk,"00:01:00.340 --> 00:01:02.980
Of course, if you'd rather not
use the Brake Coach feature,
00:01:02.980 --> 00:01:05.170
you can disable it using
the five-way control.
00:01:05.170 --> 00:01:12.317
Going back to your Settings menu,
then Display, Brake Coach, and Off.",http://people.csail.mit.edu/rishabhy/split_videos/Brake Coach _ Ford How-To _ Ford-r1S_Jshm4Kk_seg4.mp4,Can you turn the Brake Coach feature off?
v_37_10,q_2_v_37_10,Adaptive Cruise Control with Stop-and-Go _ Ford How-To _ Ford-LnUtjs-jeJA,"00:02:38.782 --> 00:02:43.168
Keep in mind, you can cancel adaptive cruise
control one set anytime by braking or
00:02:43.168 --> 00:02:46.965
pressing the cancel button on
the steering wheel, which will cancel
00:02:46.965 --> 00:02:51.489
the adaptive cruise control and allow you
to gain manual control of your vehicle.
00:02:51.489 --> 00:02:55.998
Pressing the resume button will return the
vehicle to the previously set speed and
00:02:55.998 --> 00:02:56.790
gap setting.
 
00:02:56.790 --> 00:02:57.996
Any questions?
00:02:57.996 --> 00:02:59.971
Go to Owner.Ford.com.
00:02:59.971 --> 00:03:01.889
[MUSIC]",http://people.csail.mit.edu/rishabhy/split_videos/Adaptive Cruise Control with Stop-and-Go _ Ford How-To _ Ford-LnUtjs-jeJA_seg10.mp4,"What happens when you press the ""Resume"" button on the steering wheel?"
v_41_4,q_7_v_41_4,Lane Keeping System - Programming  Ford How-To _ Ford-jzG6YDWMWek,"00:00:52.520 --> 00:00:55.868
If you want to change the strength of
the alert vibration you car gives you,
00:00:55.868 --> 00:00:58.497
you can adjust the intensity
in the Message Center.
00:00:58.497 --> 00:01:02.942
And since the system stores your settings,
you just have to press the on/off switch
00:01:02.942 --> 00:01:05.642
when you start your vehicle and
you're good to go.
00:01:05.642 --> 00:01:06.710
Any questions?",http://people.csail.mit.edu/rishabhy/split_videos/Lane Keeping System - Programming  Ford How-To _ Ford-jzG6YDWMWek_seg4.mp4,How do you adjust the intensity of the 
v_17_2,q_14_v_17_2,6-Speed SelectShift Automatic Transmission _ Ford How-To _ Ford-h0mpG7CSWgc,"00:00:04.983 --> 00:00:07.064
Did you know that you can
manually change gears,
00:00:07.064 --> 00:00:09.550
even though your car has
an automatic transmission?
00:00:09.550 --> 00:00:14.760
Let me explain, with SelectShift,
not only can you easily shift gears,
00:00:14.760 --> 00:00:17.320
you don't have to worry about
using the clutch either.",http://people.csail.mit.edu/rishabhy/split_videos/6-Speed SelectShift Automatic Transmission _ Ford How-To _ Ford-h0mpG7CSWgc_seg2.mp4,Should I be using a clutch when changing gears manually?
v_8_1,q_16_v_8_1,F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ,"WEBVTT
Kind: captions
Language: en
00:00:00.561 --> 00:00:04.450
[MUSIC]
00:00:04.450 --> 00:00:08.296
Your vehicle may have some convenient
features that make connecting a trailer
00:00:08.296 --> 00:00:09.411
and towing it simple.
00:00:09.411 --> 00:00:10.810
Let me explain.",http://people.csail.mit.edu/rishabhy/split_videos/F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ_seg1.mp4,Do the features help in towing a trailer?
